index,split,unknown_class,cifar10_predicted_class,score,threshold,margin,failure_category,explanation
120,near,pickup_truck,automobile,-7.184,-5.2929,1.891,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
298,near,tractor,truck,-7.1789,-5.2929,1.886,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
656,near,camel,horse,-7.1693,-5.2929,1.8764,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
494,near,wolf,cat,-7.1663,-5.2929,1.8733,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
559,near,motorcycle,truck,-7.1607,-5.2929,1.8678,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
254,near,wolf,dog,-7.1513,-5.2929,1.8584,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
105,near,fox,deer,-7.1452,-5.2929,1.8523,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
10,near,pickup_truck,truck,-7.1407,-5.2929,1.8477,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
660,near,leopard,frog,-7.1386,-5.2929,1.8457,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
586,near,leopard,frog,-7.1378,-5.2929,1.8448,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
192,near,fox,cat,-7.1296,-5.2929,1.8366,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
633,near,pickup_truck,truck,-7.117,-5.2929,1.8241,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
786,near,pickup_truck,truck,-7.1035,-5.2929,1.8106,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
628,near,tractor,ship,-7.103,-5.2929,1.8101,Surprising Failure,"Class 'tractor' is visually distant from CIFAR-10 'ship', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
731,near,bus,horse,-7.103,-5.2929,1.8101,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
428,near,tractor,truck,-7.0732,-5.2929,1.7802,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
529,near,leopard,frog,-7.0704,-5.2929,1.7775,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
142,near,motorcycle,automobile,-7.0669,-5.2929,1.774,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
685,near,motorcycle,automobile,-7.0534,-5.2929,1.7605,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
686,near,bus,horse,-7.0392,-5.2929,1.7462,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
327,near,wolf,dog,-7.0254,-5.2929,1.7325,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
7,near,bus,dog,-7.0236,-5.2929,1.7307,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
687,near,wolf,cat,-7.0178,-5.2929,1.7248,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
764,near,pickup_truck,truck,-7.0118,-5.2929,1.7188,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
390,near,camel,dog,-6.9904,-5.2929,1.6975,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
346,near,pickup_truck,automobile,-6.9751,-5.2929,1.6822,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
473,near,bus,dog,-6.9674,-5.2929,1.6745,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
62,near,camel,airplane,-6.9665,-5.2929,1.6736,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
209,near,fox,cat,-6.9657,-5.2929,1.6728,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
604,near,pickup_truck,truck,-6.9627,-5.2929,1.6698,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
210,near,bus,horse,-6.9493,-5.2929,1.6564,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
302,near,tractor,truck,-6.9476,-5.2929,1.6547,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
471,near,wolf,cat,-6.9084,-5.2929,1.6155,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
627,near,wolf,cat,-6.9003,-5.2929,1.6074,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
625,near,pickup_truck,automobile,-6.8839,-5.2929,1.5909,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
57,near,wolf,dog,-6.877,-5.2929,1.5841,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
711,near,pickup_truck,truck,-6.8758,-5.2929,1.5828,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
728,near,camel,deer,-6.865,-5.2929,1.5721,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
193,near,bus,deer,-6.8537,-5.2929,1.5607,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
696,near,fox,cat,-6.8294,-5.2929,1.5365,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
179,near,bus,dog,-6.8066,-5.2929,1.5136,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
123,near,wolf,dog,-6.7954,-5.2929,1.5024,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
634,near,fox,cat,-6.7935,-5.2929,1.5005,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
113,near,motorcycle,cat,-6.7908,-5.2929,1.4979,Surprising Failure,"Class 'motorcycle' is visually distant from CIFAR-10 'cat', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
588,near,leopard,cat,-6.7899,-5.2929,1.497,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
278,near,bus,horse,-6.7744,-5.2929,1.4814,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
585,near,leopard,cat,-6.7712,-5.2929,1.4783,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
608,near,fox,deer,-6.771,-5.2929,1.4781,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
26,near,camel,bird,-6.7709,-5.2929,1.478,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
106,near,motorcycle,truck,-6.7694,-5.2929,1.4765,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
233,near,motorcycle,airplane,-6.7549,-5.2929,1.4619,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'airplane', causing the closed-set classifier to absorb the unknown with high logit response."
752,near,camel,horse,-6.7455,-5.2929,1.4526,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
497,near,tractor,airplane,-6.7385,-5.2929,1.4456,Surprising Failure,"Class 'tractor' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
713,near,wolf,bird,-6.7383,-5.2929,1.4454,Surprising Failure,"Class 'wolf' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
30,near,fox,cat,-6.7303,-5.2929,1.4374,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
291,near,wolf,cat,-6.7247,-5.2929,1.4318,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
729,near,camel,horse,-6.7105,-5.2929,1.4176,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
688,near,camel,bird,-6.7098,-5.2929,1.4169,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
794,near,wolf,dog,-6.7091,-5.2929,1.4161,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
171,near,motorcycle,automobile,-6.7076,-5.2929,1.4147,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
457,near,pickup_truck,truck,-6.707,-5.2929,1.414,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
518,near,wolf,cat,-6.6869,-5.2929,1.3939,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
532,near,fox,dog,-6.6815,-5.2929,1.3886,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
460,near,camel,horse,-6.6791,-5.2929,1.3861,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
663,near,leopard,frog,-6.6761,-5.2929,1.3832,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
603,near,motorcycle,automobile,-6.6731,-5.2929,1.3802,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
680,near,wolf,cat,-6.6648,-5.2929,1.3719,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
93,near,pickup_truck,automobile,-6.6624,-5.2929,1.3695,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
772,near,pickup_truck,automobile,-6.6594,-5.2929,1.3665,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
29,near,fox,cat,-6.6555,-5.2929,1.3625,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
44,near,leopard,cat,-6.65,-5.2929,1.357,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
724,near,bus,bird,-6.6197,-5.2929,1.3268,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
470,near,leopard,frog,-6.6163,-5.2929,1.3234,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
15,near,wolf,dog,-6.6122,-5.2929,1.3193,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
523,near,wolf,horse,-6.6002,-5.2929,1.3073,Surprising Failure,"Class 'wolf' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
653,near,fox,cat,-6.5829,-5.2929,1.2899,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
778,near,tractor,truck,-6.5728,-5.2929,1.2799,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
476,near,wolf,deer,-6.568,-5.2929,1.275,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
143,near,motorcycle,truck,-6.5611,-5.2929,1.2682,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
282,near,tractor,truck,-6.5535,-5.2929,1.2606,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
87,near,tractor,truck,-6.5331,-5.2929,1.2401,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
149,near,wolf,cat,-6.5292,-5.2929,1.2362,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
196,near,fox,deer,-6.5229,-5.2929,1.2299,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
262,near,bus,deer,-6.5227,-5.2929,1.2298,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
521,near,camel,dog,-6.5192,-5.2929,1.2262,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
710,near,pickup_truck,airplane,-6.515,-5.2929,1.222,Surprising Failure,"Class 'pickup_truck' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
247,near,fox,deer,-6.507,-5.2929,1.214,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
224,near,camel,deer,-6.5044,-5.2929,1.2115,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
564,near,bus,deer,-6.4976,-5.2929,1.2047,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
431,near,leopard,bird,-6.4969,-5.2929,1.2039,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
500,near,tractor,truck,-6.4752,-5.2929,1.1822,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
208,near,camel,horse,-6.4598,-5.2929,1.1669,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
8,near,pickup_truck,automobile,-6.4572,-5.2929,1.1643,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
73,near,tractor,truck,-6.4484,-5.2929,1.1554,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
422,near,motorcycle,truck,-6.4365,-5.2929,1.1435,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
351,near,fox,deer,-6.4322,-5.2929,1.1392,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
437,near,motorcycle,automobile,-6.427,-5.2929,1.1341,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
637,near,pickup_truck,airplane,-6.4206,-5.2929,1.1277,Surprising Failure,"Class 'pickup_truck' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
198,near,pickup_truck,truck,-6.4206,-5.2929,1.1276,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
723,near,bus,deer,-6.4184,-5.2929,1.1255,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
684,near,fox,cat,-6.4139,-5.2929,1.1209,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
691,near,leopard,frog,-6.4031,-5.2929,1.1102,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
180,near,camel,horse,-6.4029,-5.2929,1.11,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
67,near,camel,deer,-6.3936,-5.2929,1.1007,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
751,near,wolf,dog,-6.3708,-5.2929,1.0779,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
379,near,leopard,deer,-6.3591,-5.2929,1.0661,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
438,near,camel,horse,-6.3494,-5.2929,1.0564,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
435,near,leopard,bird,-6.3182,-5.2929,1.0252,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
750,near,motorcycle,automobile,-6.3132,-5.2929,1.0203,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
424,near,wolf,cat,-6.31,-5.2929,1.017,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
646,near,tractor,truck,-6.299,-5.2929,1.0061,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
303,near,leopard,frog,-6.2988,-5.2929,1.0059,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
462,near,tractor,horse,-6.2982,-5.2929,1.0052,Surprising Failure,"Class 'tractor' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
191,near,pickup_truck,automobile,-6.2757,-5.2929,0.9828,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
722,near,tractor,truck,-6.2717,-5.2929,0.9788,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
312,near,fox,deer,-6.2675,-5.2929,0.9746,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
154,near,pickup_truck,truck,-6.2591,-5.2929,0.9662,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
27,near,tractor,truck,-6.2535,-5.2929,0.9606,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
241,near,motorcycle,automobile,-6.2454,-5.2929,0.9525,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
151,near,tractor,truck,-6.2369,-5.2929,0.944,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
758,near,camel,dog,-6.2227,-5.2929,0.9297,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
270,near,pickup_truck,automobile,-6.2215,-5.2929,0.9286,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
560,near,camel,deer,-6.1944,-5.2929,0.9015,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
667,near,pickup_truck,truck,-6.1885,-5.2929,0.8956,Semantically Plausible,"Class 'pickup_truck' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
607,near,leopard,cat,-6.1772,-5.2929,0.8843,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
182,near,fox,cat,-6.174,-5.2929,0.8811,Semantically Plausible,"Class 'fox' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
799,near,leopard,frog,-6.1665,-5.2929,0.8735,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
295,near,camel,deer,-6.1647,-5.2929,0.8718,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'deer', causing the closed-set classifier to absorb the unknown with high logit response."
513,near,fox,frog,-6.1648,-5.2929,0.8718,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
413,near,wolf,dog,-6.1637,-5.2929,0.8708,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'dog', causing the closed-set classifier to absorb the unknown with high logit response."
25,near,leopard,frog,-6.1621,-5.2929,0.8691,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'frog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
223,near,camel,dog,-6.1582,-5.2929,0.8652,Surprising Failure,"Class 'camel' is visually distant from CIFAR-10 'dog', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
371,near,leopard,deer,-6.1385,-5.2929,0.8456,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
372,near,motorcycle,automobile,-6.1355,-5.2929,0.8426,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
697,near,camel,horse,-6.1356,-5.2929,0.8426,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
214,near,camel,horse,-6.1271,-5.2929,0.8342,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
706,near,tractor,airplane,-6.1078,-5.2929,0.8148,Surprising Failure,"Class 'tractor' is visually distant from CIFAR-10 'airplane', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
735,near,bus,horse,-6.1065,-5.2929,0.8136,Surprising Failure,"Class 'bus' is visually distant from CIFAR-10 'horse', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
749,near,leopard,cat,-6.1033,-5.2929,0.8103,Semantically Plausible,"Class 'leopard' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
188,near,fox,deer,-6.0929,-5.2929,0.8,Surprising Failure,"Class 'fox' is visually distant from CIFAR-10 'deer', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
316,near,leopard,bird,-6.0902,-5.2929,0.7973,Surprising Failure,"Class 'leopard' is visually distant from CIFAR-10 'bird', indicating high-confidence aliasing on background textures, spurious edges, or unconstrained open space."
798,near,tractor,truck,-6.067,-5.2929,0.774,Semantically Plausible,"Class 'tractor' shares strong visual/semantic features with CIFAR-10 'truck', causing the closed-set classifier to absorb the unknown with high logit response."
572,near,camel,horse,-6.0497,-5.2929,0.7567,Semantically Plausible,"Class 'camel' shares strong visual/semantic features with CIFAR-10 'horse', causing the closed-set classifier to absorb the unknown with high logit response."
264,near,motorcycle,automobile,-6.0371,-5.2929,0.7441,Semantically Plausible,"Class 'motorcycle' shares strong visual/semantic features with CIFAR-10 'automobile', causing the closed-set classifier to absorb the unknown with high logit response."
12,near,wolf,cat,-6.0354,-5.2929,0.7425,Semantically Plausible,"Class 'wolf' shares strong visual/semantic features with CIFAR-10 'cat', causing the closed-set classifier to absorb the unknown with high logit response."
